,Titles,Links,Author,Content
504,Updates about Testing for COVID-19,https://connect.mayoclinic.org/discussion/testing-for-covid-19/,"Merry, Volunteer Mentor @merpreb","Testing for COVID-19 is still new and many companies are trying to get better testing to us. It hasn’t been standardized as yet so things are topsy turvy with the results. It makes for a more confusing and angry time for those who have been tested. As you can read in the sites I’ll post if you have tested negative, even more than once, for COVID-19 and the results have been negative and you have the symptoms of the virus than most likely you have COVID-19.https://www.nytimes.com/2020/04/01/well/live/coronavirus-symptoms-tests-false-negative.htmlOh, I lied, I do know someone with COVID-19. I just stated that I didn’t in another post. A friend of mine and her husband have foregone the tests and just assume that they have it because of their symptoms. They have taken precautions and prepared for self-care during this time. I’m not necessarily in agreement with this but they have a lot of medical knowledge so I’m trusting that they will know if they need support. So what do you do if you are told to stay at home or chose to yourself?https://www.healthline.com/health-news/how-to-treat-yourself-at-home-if-you-have-a-mild-case-of-coronavirus"
505,Joint replacement and other surgeries delayed due to pandemic,https://connect.mayoclinic.org/discussion/hip-spacer-removal-delay/,Bob @plantbased2,I got a call from my Doctor saying he needed to postpone my spacer removal and implant of hip joint due to the pandemic. This was the day before my surgery. I am betting I am not the only one to have to wait. I of course have no idea when this will change and I am wondering if anyone else is waiting and if they are worried about the temporary hip joint. I am having more pain than I was because I have been fairly “non compliant” and walking more without my walker or crutches.
506,My son on lock down: Hard for people with special needs,https://connect.mayoclinic.org/discussion/my-son-on-lock-down/,ihatediabetes @ihatediabetes,My son Michael is developmentally disabled. They closed his day program in MN on Tuesday. So he couldn’t go there eventhough he was dressed and ready to go. But Metro Mobility didn’t come. Then the group home doesn’t think I should take him in community. I don’t think I should take him in the community. So Michael is locked down and he doesn’t understand why. This is way worse for me to worry about Michael’s unhappiness because I can occupy myself but he doesn’t even understand why this is happening.
507,Link between altitude sickness symptoms/ COVID 19 symptoms,https://connect.mayoclinic.org/discussion/link-between-altitude-sickness-symptoms-covid-19-symptoms/,bfinleyshea @bfinleyshea,A woman treated with medicine for altitude sickness   symptoms says the build up of fluid in the lungs from COVID 19 is the same type of fluid build up as altitude sickness.  She has a video on You Tube.
508,COVID-19 and the NETs Patient,https://connect.mayoclinic.org/discussion/covid-19-and-the-nets-patient/,"Teresa, Volunteer Mentor @hopeful33250","Perhaps as a NET patient, you have wondered about the significance of the COVID-19 risk specifically to your situation of treatment and follow up. I recently came across a podcast by Mark A. Lewis, M.D., a GI oncologist and a NET patient himself, and a specialist with Intermountain Health Care. I would encourage you to listen to the podcast and to review some of the links on this website."
509,"Easter services, Passover and other celebrations during COVID-19 ",https://connect.mayoclinic.org/discussion/easter-services/,lioness @lioness,"Since we are all staying home and there is no physical church we can go to on this important day in the believers life I wanted to ask you how are you celebrating Easter . Are you reading the Bible again the Easter story , Some of us are going to open the windows at 10 a.m. PST and sing Amazing Grace want to join us in your time zone this is one way how else are you celebrating the resurrection of our Lord?"
510,"Abdominal aortic aneurysm: Surgery postponed due to COVID-19, scared!",https://connect.mayoclinic.org/discussion/aaa-anursym/,lynetteirizarry @lynetteirizarry,"My AAA was diagnosed in March by EXray of my back. They said it was at 4.7 now, in last October it was 3.8 and I should see my vascular DR. So I called made an appointment, nurse said Yes you need to come in soon and made appointment for a week later…That appt got canceled and moved 3 weeks further away, then it gets canceled until further notice…..So I called back to explain its growing faster I need utra sound. Had to do Tele conference with Pa, she told me that even if it measured 5 CMs they would not do surgery until it was 6.5cm! Before it was 5, now because of virus its 6.5! Im sacred and very worried, are they only taking virus patients and the rest are left to suffer, or die? What the heck is going on, this is America, not third world country!!!"
511,Is prevention is better than cure?,https://connect.mayoclinic.org/discussion/is-prevention-is-better-than-cure/,ajp2019 @ajp2019,"There still more questions than answers?
1-Why do 'medics' use N95 masks when there are N100 ?
2-Is it true that 100% public use of ANY kind of mask, would measurably reduce new infections?
3-Is it true that a 10-second immersion of a latex gloved hand in 70% alcohol is sufficient decontamination?
4-Isn't 'Prevention' better than 'Cure'?
5-Could we all go back to work tomorrow with mandatory latex gloved hands and adequate masks?
I will if you will !"
512,COVID concerns: Working in healthcare & self-isolation rules,https://connect.mayoclinic.org/discussion/ems/,nadine89 @nadine89,"Good afternoon! I am wondering if anyone out there can help with my questions. I am an EMT. I work full time and I live in CT and work in Fairfield county in the heat of it all. I have crohns and I started infusions of entyvio in January and I tale budesonide 9mg a day. I also have an undiagnosed heart condition. A cardiac mri was ordered just before the outbreak. I have had been treating and transporting patients with covid 19. My concerns are my exposure and immune system. I have spoke with my specialists nurse who said not to be concerned however I do not feel most understand the job and the high amount of exposure to the covid that I have. I do have access to n95 gloves, googles and gowns for now at work. Anyone have thoughts guidance anything??? Thank you for your time in reading this."
513,COVID-19 Testing in Mayo Employees,https://connect.mayoclinic.org/discussion/covid-19-testing-in-mayo-employees/,jaygee @jaygee,"I know that the USA is way behind other countries in testing, but am wondering about Mayo Clinic employees, because I know a few people who work there and none of them have been tested. Since asymptomatic infections are so prevalent in COVID-19, it would seem prudent to have all employees who are in contact with patients to be tested frequently."
